entity_id,time_id,x1,x2,y
1.0,1.0,3.5175918994513142,-2.8953502866971155,20.63317950398687
1.0,2.0,3.1111677417157932,-2.1756781936072596,16.867075029528422
1.0,3.0,0.2641227902448642,6.385409197305494,-6.838962835852549
1.0,4.0,4.5089648278721315,-2.4641600376731585,21.637289695842316
1.0,5.0,1.8700373690081824,2.5154676112090346,4.344744548574223
1.0,6.0,-3.437169851532953,-2.708781534261079,-2.815217517606606
1.0,7.0,1.4750031363299954,2.7947190386227323,1.4589754543054856
1.0,8.0,-3.8355304033159956,1.1548528983175894,-12.338847342761422
1.0,9.0,3.51380120522909,-0.4699136929742712,15.48919230230025
1.0,10.0,-0.19970364394501158,-0.12228757840630208,0.40159418907742794
1.0,11.0,-0.7394494541810422,-1.9643630862881714,5.407488722431864
1.0,12.0,-2.7237181776157655,1.3382166044462416,-8.609978929225361
1.0,13.0,4.890165354696121,-1.36495044102234,21.680852985106178
1.0,14.0,-0.6181179282752086,-3.6768172913017443,9.14916967964691
1.0,15.0,-1.7133112886524289,-3.833812722958858,7.782246215202789
2.0,1.0,-1.4085342019529183,0.5177637531663585,-8.364888606685982
2.0,2.0,2.129236742213395,4.7372737692313045,-9.644818226504764
2.0,3.0,1.4617762574563133,0.4799748407203147,-0.8749711996214687
2.0,4.0,1.6509304463839536,-0.3559149783296477,-0.2933100242835456
2.0,5.0,1.723284012031531,0.8574784188076287,-1.5224450962725544
2.0,6.0,8.566590403481845,3.918005225120474,15.930682878917189
2.0,7.0,-1.6256600655384623,0.658147504091569,-9.43689501965446
2.0,8.0,-2.0489709162861494,-1.2327816925012116,-8.929665537926622
2.0,9.0,-3.255090912991511,3.3188661301796665,-22.123501580196944
2.0,10.0,2.4639176903019826,1.2862693153848404,0.6684670482481797
2.0,11.0,4.5158891708835665,4.607267975987976,-1.6916291945994224
2.0,12.0,-0.4557898306195003,0.5497033116657184,-7.673407062487287
2.0,13.0,-3.360625907850112,-3.673407095161501,-6.466969857102947
2.0,14.0,-3.297924862764958,-4.104477597736995,-4.151771869863318
2.0,15.0,2.6023711512988044,4.9527837966937485,-5.385232462356902
3.0,1.0,2.973016684813769,5.170997162349892,-0.10762255412334021
3.0,2.0,2.17261707322078,-0.5385576398478019,12.803772571935621
3.0,3.0,-2.662038829154777,-1.1495619634079632,-0.826686221767251
3.0,4.0,0.9286452922668791,4.3843328767266065,-0.6096384695612496
3.0,5.0,0.4667432365629129,-3.321137046130464,15.219074303458765
3.0,6.0,0.8747543869160518,-2.6841810568674793,9.650023838308286
3.0,7.0,3.4857151117927594,1.9299803840671332,10.46278540848964
3.0,8.0,0.8943821950987291,-1.183815368578769,10.689392785676043
3.0,9.0,2.7156542522875795,-0.015365600160213887,10.55755833703454
3.0,10.0,0.27031627795556584,-0.49032869557353775,8.757785776126322
3.0,11.0,1.1564775947599366,1.0127236463968008,6.748776389569483
3.0,12.0,2.5251529033541615,4.22244558394115,5.152699499977577
3.0,13.0,-5.828623279422666,0.27175472070523665,-14.133538792928878
3.0,14.0,-1.2786848654292053,1.9318163798305736,-1.726785841967161
3.0,15.0,-1.881490617171182,-6.150516303093068,13.011524067688432
4.0,1.0,-2.5555113929733677,-0.14615520579035385,-1.3220831551775731
4.0,2.0,-1.100569004906735,-2.5296908108786136,7.812099528041136
4.0,3.0,5.9797652449375835,-3.6564391812708843,31.360512538233177
4.0,4.0,-3.463324462772973,-2.6344571007862525,-0.7132535018994157
4.0,5.0,3.8731134183659233,-1.0023703221024363,19.10561146089818
4.0,6.0,-6.731479086463219,2.7477076270680394,-20.215812730248206
4.0,7.0,-1.3395401199430994,-3.979178153218692,10.217650325094398
4.0,8.0,0.6510122604200224,0.09189447778325234,8.971807778015073
4.0,9.0,2.3448893254371126,-1.4525083000007355,14.054704035301263
4.0,10.0,2.84490631917142,-0.9830192830858826,16.01606756016273
4.0,11.0,3.173388940799701,3.0082734759138123,11.428626774016008
4.0,12.0,-1.3949002889937503,1.6143463110117782,-2.825952250267584
4.0,13.0,-1.8494071706582687,4.012194322328231,-9.103161600610678
4.0,14.0,3.4319035250286154,-0.46351703774970143,17.229027520288106
4.0,15.0,-0.7652172995264596,-2.087827835012109,8.849405139128889
5.0,1.0,-5.1027452933516875,-0.6715764506414985,-22.703119838700257
5.0,2.0,-4.533148856013923,0.7274903738136648,-21.816162373282793
5.0,3.0,-3.6778091440064453,0.5297200753611331,-19.562852552160994
5.0,4.0,1.9886429762150561,-3.2531642167000996,4.97981151911128
5.0,5.0,0.569702944282261,0.2714693448836226,-6.757831048203504
5.0,6.0,2.761941416271073,0.6846849904167154,1.6527579752297337
5.0,7.0,-1.709010585346137,7.552422112601761,-29.29479445781018
5.0,8.0,0.6341587643068569,5.630533833845011,-21.119050756138403
5.0,9.0,2.502361575869347,-2.55973005167646,6.27775042996749
5.0,10.0,-1.2373861588809536,-0.8621500846475283,-11.429583397052225
5.0,11.0,1.8271009502296458,-4.390326005511009,5.668599584956325
5.0,12.0,-2.647703764266605,-1.7721210418904594,-11.189719124997287
5.0,13.0,-1.4522153862602871,0.9468150107710215,-17.408841435180474
5.0,14.0,-1.5269515759933163,3.6175608626647007,-22.448623217737744
5.0,15.0,-4.783358582356159,-2.1872515132308257,-21.132665569554288
6.0,1.0,1.9478899231423272,-1.9624393202033896,3.0664464404840346
6.0,2.0,-1.8776093608108955,-6.441867089215965,2.3994634707131426
6.0,3.0,0.04997647491074972,-0.48799776163472297,-3.598690822090739
6.0,4.0,1.9229866356236358,-3.1872432355786895,7.046960112709527
6.0,5.0,1.7861247041197763,-1.5883182820982213,0.9049643164056311
6.0,6.0,2.661540435891145,-2.6305823345027646,4.269733287418409
6.0,7.0,-0.39394193803769445,-0.282787662757671,-6.045617644823758
6.0,8.0,-1.693193248176615,-5.273185174069894,-0.7517709811591502
6.0,9.0,-0.3188728436255962,-4.4011357361729715,3.0238340647324815
6.0,10.0,-6.749337735832119,6.387741336084894,-37.48146297464583
6.0,11.0,-5.788449889692349,-3.862267743822093,-14.94434956765643
6.0,12.0,-5.2907984494176095,-3.290356735363919,-13.6623797837728
6.0,13.0,-3.988987310405927,5.510740584963942,-28.155523574284654
6.0,14.0,1.5990969068937464,8.71520150772122,-17.348912770670594
6.0,15.0,-3.621916221440243,-3.5146998864760253,-10.404256319985093
7.0,1.0,-1.5126502161575588,-1.1047468703640917,-0.9586720126552544
7.0,2.0,5.196913191144262,1.0246666528215287,15.475772428611592
7.0,3.0,-1.4250558842457037,5.186092933216777,-11.77735879020811
7.0,4.0,2.950062273868346,-2.9605712352847124,15.819919549674033
7.0,5.0,-3.734470720039508,-0.7358335378263292,-7.310792185031271
7.0,6.0,-0.8217502314705201,2.332012728185232,-5.888832322818666
7.0,7.0,-3.800088219642325,1.304298223399856,-12.545972340882457
7.0,8.0,-1.35613230360225,-1.1284682136902977,1.0720200954463819
7.0,9.0,3.361232549829582,-0.40146889354812343,9.536246895840184
7.0,10.0,-6.909281692769395,-4.124687425109945,-12.78397670436401
7.0,11.0,1.7376945741834293,-0.7145212319239957,6.058050106070475
7.0,12.0,0.9509424093291116,-0.7991624700268654,2.5899300041050353
7.0,13.0,-2.3765998227871776,0.6965096688787679,-7.901013450515406
7.0,14.0,-5.784231417553818,-1.6659816564570482,-11.25737807431932
7.0,15.0,0.28851803085547806,1.414615567635417,-0.7518011264418352
8.0,1.0,-2.1179708362552097,3.0381474534594854,-12.714735254489732
8.0,2.0,0.9307048454188158,0.4662879830053981,2.9121518535939295
8.0,3.0,0.08740858209377152,1.0552692251976103,-0.43799646743027987
8.0,4.0,6.407115565283662,0.1594660427336021,18.217494746576666
8.0,5.0,-0.9574225098920971,0.0002531792742425413,-1.4236080155885915
8.0,6.0,-4.09398997048746,-2.164674100628542,-8.395644684272042
8.0,7.0,0.7171025398252646,0.9494827850199241,-1.5849682480231584
8.0,8.0,0.8799867358870607,-0.2918597952404684,1.7508663081261047
8.0,9.0,5.436750300961746,6.279504926791784,0.9492233187362333
8.0,10.0,3.340444983658314,4.720064707425728,-1.3322082061949019
8.0,11.0,1.4274842365980374,1.1575396576695023,0.8491354006255533
8.0,12.0,5.853211564878247,-2.2891716290843025,22.76214252015334
8.0,13.0,-4.755052217291404,-3.337234415950254,-5.590746034942638
8.0,14.0,-2.559006130998991,3.5734288592665955,-17.478361346313633
