変数1,変数2,変数3,変数4,変数5,誤差項,実測値
5.183578680758579,0.5126654877743899,-4.070957671974077,17.203205361713593,-17.634602196710514,-0.49878279602240594,-23.669046030773497
7.591711013815766,3.348167986783391,-4.068017713673589,14.911754929995382,-17.65809109030602,0.8338823147057808,-20.600034443866072
4.6735591087064945,-1.3164124821759438,-7.938233727049948,17.54791979883045,-10.95993255929606,-1.7595490161798109,-5.134599515118552
7.995443364835658,-2.616010588835506,-7.1311293264601545,13.928892662606753,-14.785442991746756,-0.9867642468713,-39.436621226993886
4.018024410185312,-0.4559945217488304,-4.62969150611337,11.430170397917843,-15.724397630900118,0.8918098052949246,-47.154424759845924
2.606456146588071,1.10564379730278,-6.010549517959182,17.739216372526627,-12.66164617526913,0.1800956425397976,-1.606053933194104
6.346207134906727,0.18468777277312576,-0.37927205897236504,17.843599954610177,-15.56060479484822,-1.1161358348189863,7.467624521385933
3.95323588510212,-4.017041015007466,-2.3468207600558513,15.017670197627252,-16.316256158801338,-0.6418410493551553,-35.982961329068495
1.8963356878245774,1.4338806193466507,-7.280773978293032,16.43269717768834,-13.628064491635207,1.5270128744659692,-18.106670866386597
9.64602897416173,-4.871793964715217,-5.691944182059027,13.724566830336297,-12.430224526128033,-1.256199071401106,-24.305812750546117
8.686185419518525,0.08123626161402697,-1.3066631475557458,13.530801849320762,-13.135805756388844,-0.24947227126819044,1.979129470658704
5.535791167148271,-3.0357721796632617,-5.933914367795659,19.24295146412136,-18.860019038385076,1.9644275939905966,-35.752320991588924
7.610233521786878,0.3141994580908216,-1.091256697863006,19.04140564958614,-18.342778889802897,0.18745937796481807,-1.8641470865276757
3.1851541600328037,-1.9935850388046674,-9.509419345633281,16.005712602056885,-13.101655820874985,-1.6353028876002604,-36.864798981447265
3.5967356705908093,-4.100230043524929,-3.7860980864813207,12.067565076061078,-18.54805633777788,0.5965864536395804,-69.60553732804077
6.727726072220017,2.061197268733351,-9.06531094138722,16.105189346816484,-13.832989302031082,1.3234067686441187,-16.77078212436875
0.9608328013064193,-3.2097704041960586,-4.944190286065748,18.13132258812565,-13.128747427296352,-0.48927751642961864,-15.089555893817826
7.515829219932658,-0.7377597842789072,-0.8307086982848304,14.913264595769515,-16.00278681408573,-0.3414654980735765,-11.2963191098511
4.223821520259163,-3.589416048356261,-2.3387509756647873,16.37988719352535,-14.220588546009134,0.19856032105230123,-13.901143994585365
6.371545884007159,-2.8246516248828843,-9.057804334201482,13.268701426018632,-15.036085966667903,0.19831721192089477,-54.63677190143362
