切片,変数1,変数2,変数3,変数4,変数5,誤差項
5,9.507574868388001,17.38077395750564,87.94595573814333,954064041447731.8,0.3431983487745323,-0.8418911520243636
5,6.988453425719246,18.608741549402023,437.72317031133036,7.0231190985105e+22,0.16907682034873292,-0.753449612002693
5,-2.457602719028145,28.29559948979434,372.3635341923559,21801268740599.094,0.4752496000065477,0.9312789145652004
5,8.785327851684615,15.796186587738484,439.198329939622,2.3166521566549976e+25,0.22574599573273063,-0.029533393009141817
5,-2.4609820407471434,10.805338190810554,302.4193937715758,7.034991932594495e+18,0.48002114876361773,0.4147539820575097
5,-0.010672564144868169,14.76134664652174,392.58848582263084,2.509107216257834e+22,0.3335492441069691,2.467689903758074
5,7.66227966444106,21.37234553073528,41.14928241991388,5.755567209955322e+16,0.43671904147829865,-0.682171660128958
5,3.0716993725405537,3.376560528100529,323.9960373887897,107300672470.2843,0.26668775394856803,-1.1747201895626211
5,-4.171301863104674,10.41750511057144,238.48105848648774,9844113912181.607,0.4059974875297472,-1.2957470800530089
5,2.9844570189731874,4.516755285057475,358.81026907598823,1.0477324380482868e+22,0.6823470373067657,0.017653265005252754
5,2.219515692408115,10.206855092028222,46.85244179948178,333974995070.4135,0.37273423937694733,0.07443101919986188
5,1.0631622599099364,34.06271627907308,411.493001758039,2091210457234.079,0.388494767663454,2.007143692873373
5,7.991163893680211,4.739819411804097,67.16118792677348,6019301749703092.0,0.39836182586392843,-0.44134152513557273
5,7.514702617401294,13.144845072624285,138.46999411942798,3.1235036275777555e+17,0.49359536641378143,0.14849878250554213
5,-4.282574413793377,5.8172365934022014,322.11637689147807,9.442685298742678e+23,0.57102926067506,0.1262657964493237
5,-2.471899608208492,6.9989643284919625,210.28172176083726,6.104811641100012e+20,0.43875107420845016,0.5403832454908142
5,4.590494766831515,9.297129978573658,450.3443746179818,78251925015855.08,0.37037078164904896,0.4030858030048431
5,-3.150693596259051,11.650901736490088,289.3450674194689,1.0510586650707078e+24,0.3539474619236321,0.1793278565178639
5,-1.5731717081874264,9.577394582400894,343.3886916841799,3.8135634619065126e+20,0.5009140578187593,1.1950199171483629
5,0.8989805947302774,7.947321231548997,211.88655126328098,5.91444443472713e+17,0.36072069533894213,-0.8780934000584089
5,0.08492315912227344,11.892568229140139,12.863035181928602,1.3432874802100496e+20,0.4636519003386879,-0.23585824087569957
5,-2.063689020162764,17.33291468845961,191.31978640600627,2.148799512083506e+20,0.5367214310869878,-0.489818047746411
5,-3.460027758614668,5.483316655645365,460.5682524830178,1.0756411235776258e+21,0.5801022099047526,0.25959162535361674
5,-1.8270432549580882,10.859760933904202,324.2869704498046,11572329714286.967,0.35287086428327186,-0.8010610807697076
5,-2.5391198154209644,7.387397422694473,136.68290230341267,8.4410973075224e+18,0.13859034013796204,2.2131165788703773
5,-1.204549582554261,6.183290740756075,171.6541755054963,24118295.89413353,0.44817877435041814,1.6486743733589466
5,-0.09712431427701418,14.045532416942283,475.42535259816543,9.440474383791091e+16,0.25821257092545175,-0.4900060692263476
5,5.0675853488018365,5.440630859418974,245.32377982237506,46149650029694.01,0.36514966984715364,-1.1755990892995727
5,-4.316811540950763,2.408310950781954,483.80113280263976,2.4484978129447133e+19,0.6703359856685457,0.6249647334938017
5,5.050647665332068,20.354910595770914,44.313400748152915,3.5379159312483547e+21,0.45498177385610744,-0.6405696815589512
5,6.799938181894101,6.645480020951547,476.2055810029079,1.1823374672656962e+22,0.48289399005867484,2.1813693000639773
5,-2.973720297029019,8.957651919729036,81.02955473758523,3514070688526576.0,0.6820154972937172,-0.9780526115686995
5,-4.612246010633029,3.338780538634512,80.11115117737654,3.632733542878439e+16,0.34079452974499985,0.5616019902480864
5,5.935418208514861,7.551993372521819,297.95407697290557,410612899828.0573,0.31036297809431557,0.44518310023293794
5,1.943336116663998,14.412060094233276,215.8001919215376,1.6001525179177183e+20,0.26742061984647886,0.9144341034862158
5,9.357598394968521,25.432737135457188,397.1900228414161,1.0910846273609596e+16,0.17491432022696932,0.3632712316356915
5,0.7155356574172789,3.1509820743609884,382.00601928923106,290968586652615.56,0.16165790224563195,0.6601180953506384
5,-2.5917386995590825,22.068490006686694,267.330828876254,3.5356203441769683e+17,0.5355579239933127,0.150520246249009
5,-4.91286313616887,5.972816775581458,363.5578205430921,2.803777695439085e+21,0.49008570868118456,-1.8597360425964253
5,-0.18267757440457366,8.792028306091709,179.6930568243919,2050237427571630.8,0.42694791151101646,-0.16201498790993518
5,2.4861293457092666,6.162460453075655,236.10453900050572,39877087032.2605,0.567987049753358,-1.1862894833900812
5,-1.00656484583522,10.25991831403317,426.079143127491,6.294584340539287e+16,0.1873516893447232,-0.8285229749126513
5,7.872796046803014,8.599436702971435,203.03761976150463,2.755036508622711e+17,0.17224487871980362,0.26045728680831043
5,9.44835297244536,1.7909222327780001,14.570875734096639,139588328473.09207,0.42833249941930496,0.5922269547189443
5,2.503278500074976,2.541190359447625,27.40570734548724,3.2148869648341497e+22,0.30952966137751176,0.9830743986859136
5,0.24138016118894967,5.210308562745118,243.5824274886736,8320656977567104.0,0.3564482606009635,-0.23421739364833108
5,9.205548228399234,0.912927765060189,114.91390480528155,1.7066461266714214e+16,0.3967097860766554,-0.46553254159094487
5,3.0595883289706496,16.634935739831523,453.69646515739265,2.177829336448991e+19,0.2745888576874991,-0.4651522751785463
5,1.2749503849285624,11.216761870618505,236.7375981512374,3.3213802235314123e+19,0.4595530555779566,-2.907383734149358
5,-3.345866323042376,8.504040751227075,222.51050014536278,127236438661.96964,0.3342468572994493,-0.9937496357643978
5,8.194262372458038,33.97072809962331,318.75135989269626,9.891400962479394e+19,0.35146017514635525,1.362303092639779
5,-0.41095549618992244,8.652284044626091,398.40457971643895,3.9574798764150714e+17,0.266561344856773,1.283972800073747
5,-0.7767775153840217,3.8367821408972684,27.332113485103953,1.186057525075016e+22,0.20858099227224206,1.1593869413022464
5,1.4656064928933308,8.754786180641123,40.44518828062466,891013325468926.5,0.3835660462086434,-0.2107209179066056
5,-3.5698510363509066,4.49979760668891,262.68090998154986,914497708681982.0,0.27339907514220885,0.9605971255033823
5,-4.8334890791362914,14.922001993831444,82.4482171007125,4553366503937.622,0.43876017353249785,0.2690363005793728
5,2.922994198827391,11.34753539489059,231.52777154243608,3786275990614.063,0.2956647846972308,0.9758577879693534
5,-1.7444184038952129,13.04183981260369,164.41561191745117,2.584387818108042e+18,0.6685067094425013,0.20357720405457058
5,-0.9292826579665929,5.266639448597262,112.64177671903553,8.72666363785715e+25,0.5713421490597628,0.30480405509696806
5,-2.79716458985253,10.02605510869931,374.6924133991422,4.190844784509426e+16,0.43099696735774196,-0.6334471209135386
5,-0.5848911757983295,4.457696568834333,153.37650878747317,7.158893516753282e+21,0.22383515565169854,-0.160982763226937
5,-2.635466603005266,10.318756137986385,340.46361230108084,6.033253554395761e+16,0.2344076555653293,0.4723264131943724
5,5.598137884533607,15.82308036123258,16.00923747033638,56654527432102.84,0.26473058811936434,0.08347736487577823
5,9.170974551355725,6.918186969128001,391.7564910389554,6070768531309298.0,0.28046819299351106,0.28975182420297535
5,-1.5581630604209402,4.250086696216877,71.96050820111323,541842302317155.2,0.46552494933965777,-0.71976724463776
5,9.14633904271798,2.0615921494892566,210.80833457541289,1044579172157898.2,0.6877137973150133,0.19044111356822965
5,7.106694468146056,23.94850185071798,298.8133914610103,3.274414387334961e+16,0.4010492805152875,-1.2970284615706333
5,-4.403570268839756,4.514337812453506,24.529586254529313,9318177097399596.0,0.18632544245721788,0.9450545016143737
5,1.6534874499220962,8.276760020411205,271.1124900617024,1.5855339929631146e+20,0.18232228581556828,0.7342365456218719
5,8.797325788344219,7.389943063670734,290.75544656312894,685214940650782.2,0.24039062893170313,1.4489611421728459
5,3.9654591440106035,24.48848239604717,215.99905368918735,1.6214846836660147e+18,0.3237124196551823,-0.1182230689986569
5,2.962847484523759,3.8546820621297817,333.73627065066387,3.201757685034151e+16,0.6048032885243817,-0.18301359388673305
5,1.027494263616484,30.30161639911484,59.307633063224,33173924453273.59,0.18845359231565328,1.5320868517834585
5,0.6976596005437301,18.254192170985405,319.93037944467665,8.310834154752771e+16,0.621907647637854,0.5968117001107817
5,7.553313208384383,6.996801637028033,27.132700046805663,3.39502550243804e+19,0.25023551467789157,-0.1877240714436289
5,0.051343067476591564,9.216856824916961,29.932315416279813,7.641966697320472e+17,0.4575283388702931,0.3117359698723376
5,0.7876750087018323,2.1425616537273138,262.90150848595863,4481239767208279.0,0.3917412035751816,-0.1477886512930347
5,-1.8004308987068351,13.572616929731968,433.9442677427013,2.680321496426988e+18,0.6279951980068975,-0.24301504547170916
5,5.755469204215853,7.300380666407552,128.64024466837293,4.2117404113966696e+16,0.6640097551394001,1.0858643629995435
5,1.3098412300029016,8.793450338902696,465.986794045152,333195276099198.6,0.23186262467192392,-0.23357263972363576
5,-3.659787896761615,2.105140198131947,488.7316058569607,6.094732305844835e+20,0.7657968733587988,2.0140102583226027
5,2.861857427750322,16.385605800152565,476.13207737218016,78067352807310.83,0.29399501217245544,1.7991098513042076
5,8.978793203439476,4.050862906879553,430.7084393176573,18354072310848.125,0.49613755724733544,-1.5608710524811935
5,5.3021775112339,12.252798178685657,301.43696502425166,1.1943660315195447e+22,0.5070741759055043,0.7485608237626362
5,5.444537629188126,19.01314789856768,197.69431410810645,4881408095502.709,0.4164571726596119,0.09422537511303773
5,7.9863536460231845,9.00936958140894,278.16744588875656,299697146.4590994,0.2579887831470437,1.8917930015585949
5,8.380005341373373,6.2900170831282285,357.7602266571392,2.2211834680775875e+20,0.4505276608246139,-0.7682608995129986
5,6.838135305513131,27.5251625721206,47.51580313483446,2234449192034396.0,0.34212683398096183,-0.08059125807544475
5,8.628246492119192,22.960875429214575,86.61922970575613,2898230343055980.5,0.6203333956830068,-0.5274278809706183
5,3.9783823869844994,17.68918615489713,405.61753821743747,1928165519417.4614,0.2962594815523744,-0.8970233494935648
5,2.0847484439656947,17.148364650016305,276.3902838245666,9.858326242472875e+24,0.2742355412078067,1.5238098138959577
5,-0.914981580269842,11.564978857098541,456.0528852841894,5.8417528122951345e+23,0.3826562291979941,1.3403215537804873
5,2.702511808551936,6.062400436571279,349.1636231705913,1.1712405655060477e+21,0.7681625595424236,0.26907082418218115
5,9.90001233997944,14.68778421522132,198.18219528561966,4063675753710068.0,0.27793138707741527,-1.0535915639505877
5,9.674574183330396,17.164924711004648,359.828886928041,9.732953899225045e+21,0.45132296705028435,0.0005736190872104815
5,1.5333364303204302,10.261519050162812,62.87129355998169,4.06758493988154e+16,0.2075780892206702,1.5173858612675681
5,6.749198627127658,17.982421923258674,472.5068272903726,2.2116533293008573e+22,0.38420340746110304,0.5826365291987506
5,2.1577651376526257,6.617987686768298,201.15393374128743,1247898778030.7327,0.5527395052582681,-0.09874437565870343
5,-2.4421262076937444,2.819473633204796,207.47743135158996,68133341002.41494,0.4537917101988628,-0.8474056241709411
5,-3.2771627783724826,22.264529407238626,93.92144167095755,2271440445071902.5,0.5443737730610297,0.36473037216895365
5,8.092259669834199,51.44500447320405,124.27499808600344,1.004915667117786e+20,0.23689741208787446,0.27028956581762975
